,n,standard runtime (s),strassen runtime (s)
179,379.0,0.10087299346923828,0.08698010444641113
180,380.0,0.1338670253753662,0.08745622634887695
181,381.0,0.10385298728942871,0.09037494659423828
182,382.0,0.10240674018859863,0.09223103523254395
183,383.0,0.10669112205505371,0.08986496925354004
184,384.0,0.10379719734191895,0.0895538330078125
185,385.0,0.13376903533935547,0.09036803245544434
186,386.0,0.15272998809814453,0.09010815620422363
187,387.0,0.14075899124145508,0.08824801445007324
188,388.0,0.152540922164917,0.08812808990478516
189,389.0,0.15201783180236816,0.12715387344360352
190,390.0,0.14915990829467773,0.09233880043029785
191,391.0,0.14919400215148926,0.09054398536682129
192,392.0,0.14932680130004883,0.08937215805053711
193,393.0,0.14266610145568848,0.09476494789123535
194,394.0,0.13918113708496094,0.09428095817565918
195,395.0,0.15928912162780762,0.09180498123168945
196,396.0,0.1678180694580078,0.09194397926330566
197,397.0,0.164625883102417,0.09835386276245117
198,398.0,0.19626307487487793,0.09764599800109863
199,399.0,0.16498994827270508,0.09415698051452637
200,400.0,0.16206884384155273,0.09280896186828613
201,401.0,0.15598273277282715,0.09954595565795898
202,402.0,0.16071295738220215,0.10072112083435059
203,403.0,0.17733502388000488,0.0993349552154541
204,404.0,0.17106413841247559,0.09685921669006348
205,405.0,0.17893409729003906,0.10225796699523926
206,406.0,0.17215895652770996,0.10967397689819336
207,407.0,0.20515894889831543,0.10005497932434082
208,408.0,0.17520523071289062,0.09888792037963867
209,409.0,0.16767525672912598,0.10548996925354004
210,410.0,0.17798185348510742,0.10467100143432617
211,411.0,0.18357181549072266,0.10235381126403809
212,412.0,0.17590689659118652,0.1021718978881836
213,413.0,0.17674708366394043,0.1079721450805664
214,414.0,0.18175315856933594,0.10775613784790039
215,415.0,0.2231433391571045,0.10457587242126465
216,416.0,0.19663214683532715,0.10846376419067383
217,417.0,0.1732010841369629,0.11039304733276367
218,418.0,0.19446969032287598,0.11091208457946777
219,419.0,0.19408202171325684,0.10822200775146484
220,420.0,0.1899120807647705,0.10680913925170898
221,421.0,0.18970918655395508,0.11444282531738281
222,422.0,0.19367504119873047,0.11116695404052734
223,423.0,0.226546049118042,0.11448335647583008
224,424.0,0.20348119735717773,0.11255502700805664
225,425.0,0.20579791069030762,0.11834192276000977
226,426.0,0.19767498970031738,0.11822199821472168
227,427.0,0.20596790313720703,0.11287403106689453
228,428.0,0.21107196807861328,0.11154675483703613
229,429.0,0.22491002082824707,0.1359550952911377
230,430.0,0.21481704711914062,0.12576889991760254
231,431.0,0.2558410167694092,0.1162712574005127
232,432.0,0.21342992782592773,0.11779403686523438
233,433.0,0.22109603881835938,0.1284799575805664
234,434.0,0.22991299629211426,0.12300801277160645
235,435.0,0.24533796310424805,0.1251819133758545
236,436.0,0.21232390403747559,0.12038087844848633
237,437.0,0.2841832637786865,0.12943696975708008
238,438.0,0.2456982135772705,0.13175702095031738
239,439.0,0.2750430107116699,0.12788701057434082
240,440.0,0.2126762866973877,0.12505722045898438
241,441.0,0.22007131576538086,0.13394498825073242
242,442.0,0.26977014541625977,0.19054198265075684
243,443.0,0.2895090579986572,0.15801310539245605
244,444.0,0.278231143951416,0.13638710975646973
245,445.0,0.2546060085296631,0.23068714141845703
246,446.0,0.23504209518432617,0.14076805114746094
247,447.0,0.2595031261444092,0.24427103996276855
248,448.0,0.32302188873291016,0.16388607025146484
249,449.0,0.36478400230407715,0.17609906196594238
250,450.0,0.2822401523590088,0.17589092254638672
251,451.0,0.31325292587280273,0.16144323348999023
252,452.0,0.2727689743041992,0.1550133228302002
253,453.0,0.24095916748046875,0.13985300064086914
254,454.0,0.23014187812805176,0.13867688179016113
255,455.0,0.23356103897094727,0.18224620819091797
256,456.0,0.24132609367370605,0.13728594779968262
257,457.0,0.2580716609954834,0.1572418212890625
258,458.0,0.28809380531311035,0.16641712188720703
259,459.0,0.2579967975616455,0.15140676498413086
260,460.0,0.26514291763305664,0.16192889213562012
261,461.0,0.33851099014282227,0.15919280052185059
262,462.0,0.3096272945404053,0.21415019035339355
263,463.0,0.2615177631378174,0.16395187377929688
264,464.0,0.3125600814819336,0.2030949592590332
265,465.0,0.3281221389770508,0.16103720664978027
266,466.0,0.28735876083374023,0.16019797325134277
267,467.0,0.32775020599365234,0.14777398109436035
268,468.0,0.27883315086364746,0.14987921714782715
269,469.0,0.2508580684661865,0.1635279655456543
270,470.0,0.2777278423309326,0.15812301635742188
271,471.0,0.262052059173584,0.1627640724182129
272,472.0,0.2670450210571289,0.15093207359313965
273,473.0,0.25856590270996094,0.20498394966125488
274,474.0,0.30722475051879883,0.16237115859985352
275,475.0,0.26206326484680176,0.15137314796447754
276,476.0,0.2685887813568115,0.1491999626159668
277,477.0,0.27097606658935547,0.15906310081481934
278,478.0,0.2890639305114746,0.16438984870910645
279,479.0,0.28734517097473145,0.1583421230316162
280,480.0,0.33716487884521484,0.1629018783569336
281,481.0,0.28391504287719727,0.24195504188537598
282,482.0,0.3331410884857178,0.17433404922485352
283,483.0,0.3042759895324707,0.1632518768310547
284,484.0,0.30234789848327637,0.15685009956359863
285,485.0,0.3079252243041992,0.1850719451904297
286,486.0,0.3380470275878906,0.1657259464263916
287,487.0,0.30875086784362793,0.16475892066955566
288,488.0,0.2916378974914551,0.1677238941192627
289,489.0,0.29215288162231445,0.16910314559936523
290,490.0,0.3007960319519043,0.1698622703552246
291,491.0,0.32173991203308105,0.17238569259643555
292,492.0,0.31815600395202637,0.167402982711792
293,493.0,0.30701184272766113,0.17196393013000488
294,494.0,0.3156449794769287,0.17063021659851074
295,495.0,0.3463938236236572,0.24040603637695312
296,496.0,0.3503458499908447,0.17644596099853516
297,497.0,0.3469579219818115,0.18905210494995117
298,498.0,0.33247804641723633,0.1877150535583496
299,499.0,0.3206338882446289,0.18202900886535645
300,500.0,0.35958409309387207,0.1837770938873291
